m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_radical_electrons	n_valence_electrons	n_aliphatic_carbocycles	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_heterocycles	n_aromatic_rings	n_saturated_carbocycles	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_hetero_cycles	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_primary_carbon_atoms	n_HOH	n_O	n_Hydrogen_acceptors	n_Hydrogen_donnors	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	n_spiro_atoms	m_logp	m_mr	fraction_CSP3	p_meninges
OLSALAZINE_SODIUM	22	32	302.05388603999995	292.1620000000001	302.242	0	112	0	0	0	0	2	0	2	0	0	0	6	4	8	0	2	4	4	14	4	8	6	4	0	0	0	0	2.9096	74.30820000000001	0.0	0
FORMESTANE	22	48	302.188194692	276.206	302.4140000000001	0	120	4	0	4	0	0	0	0	3	0	3	3	1	3	0	4	0	0	19	1	3	3	1	0	5	5	0	3.973100000000003	83.28880000000005	0.7894736842105263	0
FLUSPIRILENE	35	66	475.24351905199995	444.3350000000002	475.58300000000014	0	182	0	2	2	1	3	0	3	0	2	2	3	1	6	2	5	7	7	29	1	4	3	1	0	0	0	1	5.305400000000005	134.21269999999996	0.3448275862068966	1
BENFLUOREX	25	45	351.14461354	331.20800000000014	351.36800000000005	0	134	0	0	0	0	2	0	2	0	0	0	3	1	6	0	2	7	9	19	1	3	3	1	0	1	1	0	4.083000000000003	89.33720000000004	0.3157894736842105	0
MAZINDOL	20	33	284.071640716	271.64199999999994	284.7460000000001	0	100	0	2	2	0	2	0	2	0	0	0	3	1	4	2	4	1	1	16	1	3	3	1	0	1	1	0	2.6092000000000017	79.00280000000005	0.1875	1
MOEXIPRIL_HYDROCHLORIDE	36	70	498.23660142799986	464.3040000000003	498.57600000000036	0	194	0	1	1	1	2	0	2	0	0	0	7	2	9	1	3	11	13	27	2	9	7	2	0	3	3	0	2.5843	133.00550000000004	0.4444444444444444	0
BROMPHENIRAMINE	19	38	318.07316070800005	300.094	319.246	0	100	0	0	0	0	1	1	2	0	0	0	2	0	3	1	2	5	5	16	0	2	2	0	0	1	1	0	3.9277000000000015	83.39300000000004	0.3125	1
RIFABUTIN	61	123	846.4415088040001	784.5229999999998	847.0190000000003	0	332	1	4	5	1	1	0	1	0	1	1	14	5	15	4	6	4	5	46	5	15	14	5	4	9	9	1	4.615720000000004	226.76479999999933	0.5869565217391305	0
FINASTERIDE	27	63	372.277678392	336.2650000000001	372.55300000000017	0	150	3	1	4	2	0	0	0	3	0	3	2	2	4	1	4	1	3	23	2	4	2	2	0	7	7	0	3.8145000000000016	106.84240000000008	0.8260869565217391	0
BACAMPICILLIN_HYDROCHLORIDE	32	59	465.1569712040001	438.3120000000003	465.52800000000013	0	174	0	2	2	2	1	0	1	0	2	2	9	2	11	2	3	7	11	21	3	10	9	2	0	5	5	0	1.2958000000000005	115.05410000000002	0.5238095238095238	0
DRONABINOL	23	53	314.2245802	284.22900000000004	314.469	0	126	1	1	2	0	1	0	1	0	0	0	2	1	2	1	3	4	4	21	1	2	2	1	0	2	2	0	5.735800000000006	95.26480000000005	0.6190476190476191	0
BENZOCAINE	12	23	165.078978592	154.10399999999996	165.19199999999995	0	64	0	0	0	0	1	0	1	0	0	0	3	1	3	0	1	2	3	9	2	3	3	1	0	0	0	0	1.4455	46.81090000000002	0.2222222222222222	0
PIPOTHIAZINE	32	65	475.19633391600007	442.41600000000017	475.6800000000005	0	174	0	2	2	0	2	0	2	0	1	1	6	1	8	2	4	8	8	24	1	6	6	1	0	0	0	0	4.024100000000004	130.3696000000001	0.5	1
AZATHIOPRINE	19	26	277.038193464	270.21299999999997	277.26900000000006	0	96	0	0	0	0	0	3	3	0	0	0	8	1	10	3	3	3	3	9	1	9	8	1	0	0	0	0	1.1457999999999997	65.6691	0.1111111111111111	0
FENQUIZONE	22	34	337.028789924	325.6920000000001	337.78800000000007	0	114	0	1	1	1	2	0	2	0	0	0	4	3	8	1	3	2	2	14	4	6	4	3	0	1	1	0	1.8415	83.09710000000003	0.07142857142857142	0
HYDROFLUMETHIAZIDE	20	28	330.990832396	323.23299999999995	331.29699999999997	0	112	0	1	1	0	1	0	1	0	0	0	5	3	12	1	2	1	2	8	4	7	5	3	0	0	0	0	0.0141000000000005	61.6284	0.25	0
BEPRIDIL	27	61	366.267113708	332.2770000000001	366.54900000000015	0	146	0	1	1	0	2	0	2	0	1	1	3	0	3	1	3	10	10	24	0	3	3	0	0	1	1	0	4.830200000000005	114.18600000000008	0.5	0
REPAGLINIDE	33	69	452.267507632	416.30700000000013	452.5950000000003	0	178	0	1	1	1	2	0	2	0	1	1	4	2	6	1	3	10	11	27	2	6	4	2	0	1	1	0	5.219900000000004	131.11900000000009	0.4814814814814815	0
CLOTHIAPINE	23	41	343.090996256	325.7390000000001	343.8830000000001	0	118	0	2	2	0	2	0	2	0	1	1	4	0	5	2	4	0	1	18	0	3	4	0	0	0	0	0	4.1303000000000045	97.28400000000003	0.2777777777777778	1
METRONIDAZOLE	12	21	171.064391148	162.08399999999997	171.15599999999995	0	66	0	0	0	0	0	1	1	0	0	0	5	1	6	1	1	3	3	6	1	6	5	1	0	0	0	0	0.09201999999999994	40.704200000000014	0.5	0
TRIAZOLAM	23	35	342.04390174400004	331.121	343.217	0	114	0	1	1	0	2	1	3	0	0	0	4	0	6	2	4	1	1	17	0	4	4	0	0	0	0	0	4.233520000000002	91.901	0.1176470588235294	1
HYDRALAZINE_HYDROCHLORIDE	12	20	160.07489625600002	152.116	160.17999999999995	0	60	0	0	0	0	1	1	2	0	0	0	4	2	4	1	2	1	1	8	3	4	4	2	0	0	0	0	0.9153999999999998	47.34810000000002	0.0	0
PHENTERMINE	11	26	149.12044948	134.11699999999996	149.23699999999997	0	60	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	2	2	10	2	1	1	1	0	0	0	0	1.9664	48.41240000000003	0.4	1
FLUPHENAZINE	30	56	437.17486811199996	411.32300000000015	437.5310000000004	0	162	0	2	2	0	2	0	2	0	1	1	5	1	8	2	4	6	7	22	1	4	5	1	0	0	0	0	4.308100000000005	113.59780000000003	0.4545454545454545	1
TORSEMIDE	24	44	348.12561150000005	328.26800000000014	348.42800000000005	0	128	0	0	0	2	1	1	2	0	0	0	5	3	8	1	2	5	7	16	3	7	5	3	0	0	0	0	2.5299200000000006	92.68790000000004	0.25	0
THIACETAZONE	16	28	236.07318200400002	224.204	236.3	0	84	0	0	0	1	1	0	1	0	0	0	3	3	6	0	1	3	5	10	4	5	3	3	0	0	0	0	0.8120999999999998	68.26080000000002	0.1	0
NORTRIPTYLINE	20	41	263.167399672	242.21599999999992	263.384	0	102	1	0	1	0	2	0	2	0	0	0	1	1	1	0	3	3	3	19	1	1	1	1	0	0	0	0	3.826400000000003	85.91470000000004	0.2631578947368421	1
FURAZOLIDONE	16	23	225.038570324	218.104	225.16	0	84	0	1	1	1	0	1	1	0	1	1	6	0	8	2	2	3	3	8	0	8	6	0	0	0	0	0	0.9739	51.01040000000002	0.25	0
ENTACAPONE	22	37	305.1011705800001	290.17	305.29000000000013	0	116	0	0	0	1	1	0	1	0	0	0	6	2	8	0	1	5	6	14	2	8	6	2	0	0	0	0	1.7813799999999995	77.94400000000002	0.2857142857142857	1
FLOXACILLIN	30	47	453.056147544	436.74300000000017	453.8790000000001	0	158	0	2	2	2	1	1	2	0	2	2	6	2	11	3	4	4	5	19	2	8	6	2	0	3	3	0	2.6878200000000003	106.62600000000002	0.3684210526315789	0
BEFUNOLOL	21	42	291.147058152	270.17900000000003	291.3470000000001	0	114	0	0	0	0	1	1	2	0	0	0	5	2	5	1	2	7	7	16	2	5	5	2	0	1	1	0	2.3731	80.85900000000005	0.4375	0
NIMESULIDE	21	33	308.04669248399995	296.219	308.31500000000005	0	110	0	0	0	0	2	0	2	0	0	0	5	1	8	0	2	5	5	13	1	7	5	1	0	0	0	0	2.7586000000000013	78.07890000000003	0.07692307692307693	0
PROBUCOL	35	83	516.309572776	468.47300000000035	516.8570000000003	0	196	0	0	0	0	2	0	2	0	0	0	4	2	4	0	2	4	8	31	2	2	4	2	0	0	0	0	9.908299999999997	156.80659999999975	0.6129032258064516	0
SERTINDOLE	31	57	440.17791735199995	414.7420000000001	440.95000000000033	0	162	0	2	2	2	2	1	3	0	2	2	3	1	7	3	5	5	5	24	1	5	3	1	0	0	0	0	4.627600000000005	121.62970000000007	0.375	1
LOVASTATIN	29	65	404.2562742519999	368.2590000000001	404.54700000000025	0	162	2	1	3	0	0	0	0	0	1	1	5	1	5	1	3	6	7	24	1	5	5	1	0	8	8	0	4.1955000000000044	110.83780000000007	0.75	0
METHDILAZINE	21	41	296.13471964	276.279	296.439	0	108	0	2	2	0	2	0	2	0	1	1	3	0	3	2	4	2	2	18	0	2	3	0	0	1	1	0	4.241000000000003	89.61700000000003	0.3333333333333333	1
PARAMETHADIONE	11	22	157.073893212	146.08100000000002	157.16899999999995	0	62	0	1	1	2	0	0	0	0	1	1	3	0	4	1	1	1	1	7	0	4	3	0	0	1	1	0	0.7637	37.946999999999996	0.7142857142857143	1
MECLIZINE/MECLOZINE	28	55	390.186276544	363.74200000000013	390.95800000000014	0	144	0	1	1	0	3	0	3	0	1	1	2	0	3	1	4	5	5	25	0	2	2	0	0	1	1	0	5.5556200000000056	117.76600000000003	0.28	1
TICRYNAFEN	20	28	329.952035096	323.112	331.1760000000001	0	104	0	0	0	0	1	1	2	0	0	0	4	1	7	1	2	5	5	13	1	4	4	1	0	0	0	0	3.7493000000000016	77.34430000000003	0.07692307692307693	0
CITALOPRAM/ESCITALOPRAM	24	45	324.163791512	303.231	324.399	0	124	0	1	1	0	2	0	2	0	0	0	3	0	4	1	3	5	5	20	0	3	3	0	0	1	1	0	3.812980000000003	90.91400000000004	0.35	1
PIPEMIDIC	22	39	303.133139404	286.186	303.32200000000006	0	116	0	1	1	0	0	2	2	0	1	1	7	2	8	3	3	3	3	14	2	8	7	2	0	0	0	0	-0.0807999999999991	81.51400000000002	0.42857142857142855	0
ACETOHYDROXAMIC_ACID	5	10	75.03202840000002	70.027	75.067	0	30	0	0	0	1	0	0	0	0	0	0	2	2	3	0	0	0	1	2	2	3	2	2	0	0	0	0	-0.4882999999999999	15.6032	0.5	0
PIZOTIFEN	21	42	295.139470672	274.283	295.45099999999996	0	108	1	1	2	0	1	1	2	0	1	1	2	0	2	2	4	0	0	19	0	1	2	0	0	0	0	0	4.3742000000000045	90.92200000000004	0.3684210526315789	1
ESTAZOLAM	21	32	294.067224032	283.65699999999987	294.745	0	102	0	1	1	0	2	1	3	0	0	0	4	0	5	2	4	1	1	16	0	4	4	0	0	0	0	0	3.271700000000002	82.15400000000002	0.0625	1
ISOXSUPRINE	22	45	301.16779359599997	278.202	301.38599999999997	0	118	0	0	0	0	2	0	2	0	0	0	4	3	4	0	2	7	7	18	3	4	4	3	0	3	3	0	2.8712000000000013	87.06330000000004	0.3333333333333333	0
FLUMEQUINE	19	31	261.080121464	249.15599999999995	261.25199999999995	0	98	0	1	1	0	1	1	2	0	0	0	3	1	5	2	3	1	1	14	1	4	3	1	0	1	1	0	2.346	68.15730000000002	0.2857142857142857	0
HYDROXYUREA	5	9	76.027277368	72.023	76.05499999999998	0	30	0	0	0	2	0	0	0	0	0	0	2	3	4	0	0	0	1	1	4	4	2	3	0	0	0	0	-0.9561000000000002	14.5056	0.0	0
BITHIONOL	19	25	353.88426115199997	350.00900000000007	356.05699999999996	0	100	0	0	0	0	2	0	2	0	0	0	3	2	7	0	2	2	2	12	2	2	3	2	0	0	0	0	5.862600000000001	80.37660000000002	0.0	0
FLUNARIZINE	30	56	404.206405272	378.29600000000016	404.504	0	154	0	1	1	0	3	0	3	0	1	1	2	0	4	1	4	6	6	26	0	2	2	0	0	0	0	0	5.3852000000000055	118.13200000000003	0.2307692307692308	1
DROXIDOPA	15	26	213.063722452	202.101	213.18900000000002	0	82	0	0	0	0	1	0	1	0	0	0	5	5	6	0	1	3	3	9	6	6	5	5	0	2	2	0	-0.4569000000000003	50.34260000000001	0.2222222222222222	1
CEFIXIME	30	45	453.04128982	438.33800000000025	453.45800000000014	0	158	0	2	2	2	0	1	1	0	1	1	10	4	14	3	3	8	9	16	5	12	10	4	0	2	2	0	-0.5447999999999993	106.53270000000006	0.25	0
PIRITREXIM	24	43	325.15387484800004	306.22000000000014	325.37200000000007	0	124	0	0	0	0	1	2	3	0	0	0	7	2	7	2	3	4	4	17	4	7	7	2	0	0	0	0	2.10562	93.2468	0.2352941176470588	0
LEVODOPA	14	25	197.068807832	186.102	197.19	0	76	0	0	0	0	1	0	1	0	0	0	4	4	5	0	1	3	3	9	5	5	4	4	0	1	1	0	0.052199999999999684	49.08680000000001	0.2222222222222222	1
ADINAZOLAM	25	43	351.1250732559999	333.69699999999995	351.841	0	126	0	1	1	0	2	1	3	0	0	0	5	0	6	2	4	3	3	19	0	5	5	0	0	0	0	0	3.3333000000000017	99.54500000000002	0.21052631578947367	1
CYCLOBENZAPRINE	21	42	275.167399672	254.22699999999992	275.395	0	106	1	0	1	0	2	0	2	0	0	0	1	0	1	0	3	3	3	20	0	1	1	0	0	0	0	0	4.553800000000004	92.06200000000004	0.2	1
ACEMETACIN	29	47	415.082264976	397.6850000000002	415.82900000000006	0	150	0	0	0	0	2	1	3	0	0	0	6	1	8	1	3	6	8	21	1	7	6	1	0	0	0	0	3.4705200000000014	106.7063	0.19047619047619047	0
TRIFLUOPERAZINE	28	52	407.16430342800004	383.3130000000001	407.50500000000017	0	150	0	2	2	0	2	0	2	0	1	1	4	0	7	2	4	4	5	21	0	3	4	0	0	0	0	0	4.945600000000004	107.56900000000006	0.42857142857142855	1
TIAPROFENIC	18	30	260.050715244	248.218	260.314	0	92	0	0	0	0	1	1	2	0	0	0	3	1	4	1	2	4	4	14	1	3	3	1	0	1	1	0	3.167200000000001	70.24430000000002	0.14285714285714285	0
CHLOROTHIAZIDE	17	23	294.9488253519999	289.6810000000001	295.7290000000001	0	92	0	1	1	0	1	0	1	0	0	0	5	2	10	1	2	1	1	7	3	7	5	2	0	0	0	0	-0.0608999999999999	61.2987	0.0	0
CHLORPROMAZINE	21	40	318.095747288	299.721	318.8730000000001	0	110	0	1	1	0	2	0	2	0	0	0	3	0	4	1	3	4	4	17	0	2	3	0	0	0	0	0	4.8944000000000045	92.19400000000005	0.29411764705882354	1
INDINAVIR_SULFATE	45	92	613.3628049839998	566.4270000000002	613.8030000000002	0	240	1	1	2	2	2	1	3	0	1	1	7	4	9	2	5	11	14	36	4	9	7	4	0	5	5	0	2.866900000000002	174.06699999999955	0.4722222222222222	0
BETA-CAROTENE	40	96	536.438201792	480.4400000000004	536.8880000000004	0	216	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	10	10	40	0	0	0	0	0	0	0	0	12.605799999999974	181.39199999999943	0.45	0
ALMITRINE	35	64	477.2452503680001	448.33100000000013	477.56300000000016	0	182	0	1	1	0	2	1	3	0	1	1	7	2	9	2	4	10	10	26	2	7	7	2	0	0	0	0	4.257200000000003	135.62939999999998	0.2692307692307692	0
ZOTEPINE	22	40	331.07976287599996	313.72399999999993	331.86800000000005	0	114	0	1	1	0	2	0	2	0	0	0	3	0	4	1	3	4	4	18	0	2	3	0	0	0	0	0	4.880900000000003	94.39400000000003	0.2222222222222222	1
PENICILLIN_V	24	42	350.0936426759999	332.25200000000007	350.39600000000013	0	128	0	2	2	2	1	0	1	0	2	2	5	2	8	2	3	5	6	16	2	7	5	2	0	3	3	0	0.6970999999999998	87.59550000000004	0.4375	0
DIAZOXIDE	14	21	229.99167614400002	223.62	230.676	0	74	0	1	1	0	1	0	1	0	0	0	3	1	6	1	2	0	0	8	1	4	3	1	0	0	0	0	1.6818	54.54250000000002	0.125	0
FENBUFEN	19	33	254.094294308	240.17299999999997	254.28500000000003	0	96	0	0	0	0	2	0	2	0	0	0	2	1	3	0	2	5	5	16	1	3	2	1	0	0	0	0	3.4011000000000022	73.07830000000004	0.125	0
CLOZAPINE	23	42	326.129824288	307.67900000000003	326.83099999999996	0	118	0	2	2	0	2	0	2	0	1	1	4	1	5	2	4	0	1	18	1	4	4	1	0	0	0	0	3.7227000000000015	96.44370000000004	0.2777777777777778	1
TENOFOVIR	19	33	287.078340558	273.10400000000004	287.21599999999995	0	104	0	0	0	0	0	2	2	0	0	0	7	3	10	2	2	5	5	9	4	9	7	3	0	1	1	0	-0.05120000000000013	67.19350000000001	0.4444444444444444	0
LYSURIDE	25	51	338.210661452	312.24700000000007	338.4550000000001	0	132	1	1	2	2	1	1	2	0	0	0	2	2	5	2	4	3	5	20	2	5	2	2	0	2	2	0	2.841400000000001	101.63840000000006	0.45	1
PYRANTEL	14	28	206.087769448	192.202	206.314	0	74	0	1	1	0	0	1	1	0	0	0	3	0	3	2	2	2	2	11	0	2	3	0	0	0	0	0	2.4953000000000003	62.90200000000004	0.3636363636363637	0
BUTALBITAL	16	32	224.116092372	208.132	224.26	0	88	0	1	1	4	0	0	0	0	1	1	3	2	5	1	1	4	4	11	2	5	3	2	0	0	0	0	0.961	58.383400000000016	0.5454545454545454	1
PENTAZOCINE	21	48	285.209264484	258.215	285.43099999999987	0	114	1	1	2	0	1	0	1	0	1	1	2	1	2	1	3	2	2	19	1	2	2	1	2	3	3	0	3.882600000000003	87.73580000000004	0.5789473684210527	1
TESTOLACTONE	22	46	300.17254462799997	276.206	300.39800000000014	0	118	3	1	4	0	0	0	0	2	1	3	3	0	3	1	4	0	0	19	0	3	3	0	0	5	5	0	3.5899000000000028	83.00600000000004	0.6842105263157895	0
CLOFAZIMINE	33	55	472.12215206400003	451.23100000000017	473.40700000000015	0	164	1	1	2	0	3	0	3	0	0	0	4	1	6	1	5	4	4	27	1	4	4	1	0	0	0	0	7.489800000000005	138.13569999999993	0.1111111111111111	0
DOXOFYLLINE	19	33	266.101504928	252.14499999999995	266.25699999999995	0	102	0	1	1	0	0	2	2	0	1	1	8	0	8	3	3	2	2	11	0	8	8	0	0	0	0	0	-1.1933999999999994	65.90700000000002	0.5454545454545454	0
MEPENZOLATE_BROMIDE	25	51	340.19072011209	314.235	340.4430000000001	0	132	0	1	1	0	2	0	2	0	1	1	3	1	4	1	3	4	5	21	1	4	3	1	0	1	1	0	2.7045000000000003	96.83920000000003	0.3809523809523809	0
MILNACIPRAN	18	40	246.17321332400002	224.17799999999997	246.354	0	98	1	0	1	1	1	0	1	1	0	1	2	1	3	0	2	5	6	15	2	3	2	1	0	2	2	0	1.7713999999999996	73.20940000000004	0.5333333333333333	1
THIOPROPERAZINE	30	60	446.18101819999987	416.40200000000016	446.64200000000017	0	162	0	2	2	0	2	0	2	0	1	1	6	0	8	2	4	6	6	22	0	6	6	0	0	0	0	0	3.177100000000001	123.43980000000006	0.4545454545454545	1
NICLOSAMIDE	21	29	325.986112096	319.059	327.1230000000001	0	108	0	0	0	1	2	0	2	0	0	0	4	2	8	0	2	3	4	13	2	6	4	2	0	0	0	0	3.8595000000000006	79.17640000000002	0.0	0
ETORICOXIB	24	39	358.0542764	343.73000000000013	358.85000000000014	0	122	0	0	0	0	1	2	3	0	0	0	4	0	6	2	3	3	3	18	0	4	4	0	0	0	0	0	4.175920000000003	95.76080000000002	0.1111111111111111	0
ETOZOLIN	19	39	284.1194635	264.22099999999995	284.38099999999986	0	106	0	2	2	1	0	0	0	0	2	2	5	0	6	2	2	3	4	13	0	5	5	0	0	1	1	0	1.4081	74.28900000000003	0.6923076923076923	0
KETOCONAZOLE	36	64	530.148760736	503.2160000000002	531.4400000000003	0	190	0	2	2	1	2	1	3	0	2	2	7	0	10	3	5	7	8	26	0	8	7	0	0	2	2	0	4.205800000000004	137.59599999999992	0.38461538461538464	0
MITOTANE	18	28	317.95366104	309.966	320.04600000000005	0	94	0	0	0	0	2	0	2	0	0	0	0	0	4	0	2	3	3	14	0	0	0	0	0	1	1	0	5.929000000000002	80.24100000000003	0.14285714285714285	0
VALPROIC_ACID	10	26	144.115029752	128.08599999999998	144.214	0	60	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	5	5	8	1	2	1	1	0	0	0	0	2.2874	40.9418	0.875	1
RITANSERIN	34	59	477.16863986	452.3800000000003	477.58000000000015	0	174	0	1	1	0	2	2	4	0	1	1	5	0	7	3	5	5	5	27	0	4	5	0	0	0	0	0	5.483020000000005	132.27599999999995	0.25925925925925924	1
CARTEOLOL_HYDROCHLORIDE	21	45	292.17869262799996	268.187	292.37900000000013	0	116	0	1	1	1	1	0	1	0	0	0	4	3	5	1	2	5	6	16	3	5	4	3	0	1	1	0	1.6990999999999998	82.65020000000003	0.5625	0
METHYSERGIDE	26	53	353.21032710400004	326.2500000000001	353.46600000000007	0	138	1	1	2	1	1	1	2	0	0	0	4	2	5	2	4	4	5	21	2	5	4	2	0	3	3	0	1.9351000000000005	103.81550000000007	0.4761904761904762	1
LOSARTAN_POTASSIUM	30	53	422.1621870360002	399.73600000000016	422.92000000000013	0	154	0	0	0	0	2	2	4	0	0	0	6	2	8	2	4	8	8	22	2	7	6	2	0	0	0	0	4.266800000000004	115.9235	0.2727272727272727	0
PROPIVERINE	27	56	367.214743788	338.2570000000001	367.48900000000003	0	144	0	1	1	0	2	0	2	0	1	1	4	0	4	1	3	7	8	23	0	4	4	0	0	0	0	0	3.994200000000003	106.51800000000006	0.43478260869565216	0
TREOSULFAN	16	30	278.013009408	264.192	278.30400000000003	0	98	0	0	0	0	0	0	0	0	0	0	8	2	10	0	0	7	7	6	2	8	8	2	0	2	2	0	-2.3393999999999986	53.60520000000003	1.0	0
OXYMORPHONE	22	41	301.131408088	282.18999999999994	301.342	0	116	2	2	4	0	1	0	1	1	1	2	5	2	5	2	5	0	0	17	2	5	5	2	2	4	4	1	0.7451999999999996	78.13060000000003	0.5882352941176471	1
FLUTOPRAZEPAM	24	40	342.093519032	326.67300000000006	342.8010000000001	0	122	1	1	2	1	2	0	2	1	0	1	2	0	5	1	4	3	3	19	0	3	2	0	0	0	0	0	4.073100000000003	93.43500000000006	0.2631578947368421	1
STANOZOLOL	24	56	328.25146364399995	296.244	328.50000000000017	0	132	4	0	4	0	0	1	1	3	0	3	2	2	3	1	5	0	0	21	2	3	2	2	0	7	7	0	4.118100000000003	94.49550000000006	0.8571428571428571	0
CILOSTAZOL	27	54	369.21647510400004	342.2530000000002	369.46900000000016	0	144	1	1	2	1	1	1	2	1	0	1	6	1	7	2	4	7	7	20	1	7	6	1	0	0	0	0	3.464700000000001	101.76470000000003	0.6	0
CEFPODOXIME	28	45	427.0620252640001	410.32800000000015	427.46400000000017	0	150	0	2	2	2	0	1	1	0	1	1	10	3	13	3	3	7	8	15	4	11	10	3	0	2	2	0	-0.5391999999999986	101.63290000000003	0.4	0
SPIRAMYCIN	59	133	842.5140050480002	768.4730000000002	843.0650000000003	0	340	0	4	4	0	0	0	0	0	3	3	16	4	16	4	4	11	11	43	4	16	16	4	0	19	19	0	2.325100000000007	216.88619999999912	0.8604651162790697	0
NELFINAVIR_MESYLATE	40	85	567.31307792	522.4360000000004	567.7960000000003	0	218	1	1	2	2	2	0	2	1	1	2	6	4	8	1	4	9	12	32	4	7	6	4	0	5	5	0	4.747620000000004	160.5924999999997	0.5625	0
PENICILLAMINE	9	20	149.051049592	138.12699999999998	149.215	0	54	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	2	2	5	3	3	3	3	0	1	1	0	0.10669999999999984	38.67619999999999	0.8	0
KETAZOLAM	26	43	368.0927700840001	351.684	368.82	0	132	0	2	2	2	2	0	2	0	0	0	3	0	6	2	4	1	1	20	0	5	3	0	0	1	1	0	3.280100000000002	98.63900000000002	0.2	1
PIRAZOLAC	23	35	330.057133524	318.6500000000001	330.7460000000001	0	116	0	0	0	0	2	1	3	0	0	0	3	1	6	1	3	4	4	17	1	4	3	1	0	0	0	0	3.9589000000000025	85.30780000000004	0.05882352941176471	0
ERGOLOID_MESYLATE	42	85	577.3264194760002	534.3820000000004	577.7260000000002	0	226	1	4	5	3	1	1	2	0	4	4	6	3	10	5	7	5	6	32	3	10	6	3	0	7	7	0	2.5206000000000013	155.83919999999978	0.65625	1
SOTALOL_HYDROCHLORIDE	18	38	272.1194635	252.21	272.37	0	102	0	0	0	0	1	0	1	0	0	0	4	3	6	0	1	6	6	12	3	5	4	3	0	1	1	0	1.0895	73.00700000000005	0.5	0
ETHINYL_ESTRADIOL	22	46	296.177630008	272.218	296.41	0	116	3	0	3	0	1	0	1	2	0	2	2	2	2	0	4	0	0	20	2	2	2	2	0	5	5	0	3.612600000000002	86.50660000000003	0.6	0
MESALAMINE	11	18	153.042593084	146.08099999999996	153.137	0	58	0	0	0	0	1	0	1	0	0	0	3	3	4	0	1	1	1	7	4	4	3	3	0	0	0	0	0.6726000000000001	39.4785	0.0	0
SPIRONOLACTONE	29	61	416.20213050399985	384.32700000000017	416.58300000000025	0	158	4	1	5	0	0	0	0	3	1	4	5	0	5	1	5	1	2	24	0	4	5	0	0	7	7	1	4.852300000000005	112.21000000000005	0.7916666666666666	0
URSODIOL	28	68	392.29265976	352.26000000000016	392.58000000000015	0	160	4	0	4	0	0	0	0	4	0	4	3	3	4	0	4	4	4	24	3	4	3	3	0	10	10	0	4.477900000000004	108.64740000000008	0.9583333333333334	0
OXCARBAZEPINE	19	31	252.08987762400002	240.177	252.273	0	94	0	1	1	2	2	0	2	0	0	0	2	1	4	1	3	0	1	15	2	4	2	1	0	0	0	0	2.642199999999999	72.64090000000003	0.06666666666666668	1
ETHOTOIN	15	27	204.08987762400002	192.13299999999995	204.229	0	78	0	1	1	3	1	0	1	0	1	1	2	1	4	1	2	2	2	11	1	4	2	1	0	1	1	0	1.2994	55.10170000000002	0.2727272727272727	1
FENOFIBRATE	25	46	360.11283683199997	339.6690000000001	360.837	0	132	0	0	0	0	2	0	2	0	0	0	4	0	5	0	2	6	7	20	0	4	4	0	0	0	0	0	4.680000000000004	97.26150000000004	0.3	0
DEXTROTHYROXINE_SODIUM	24	35	776.6866998319999	765.7839999999999	776.8720000000002	0	128	0	0	0	0	2	0	2	0	0	0	4	3	9	0	2	5	5	15	4	5	4	3	0	1	1	0	4.5573000000000015	124.806	0.13333333333333333	0
NABUMETONE	17	33	228.115029752	212.16299999999995	228.291	0	88	0	0	0	0	2	0	2	0	0	0	2	0	2	0	2	4	4	15	0	2	2	0	0	0	0	0	3.370000000000002	69.50200000000004	0.26666666666666666	0
DRONABINOL	23	53	314.2245802	284.22900000000004	314.46900000000005	0	126	1	1	2	0	1	0	1	0	0	0	2	1	2	1	3	4	4	21	1	2	2	1	0	2	2	0	5.7358000000000064	95.26480000000005	0.6190476190476191	1
BISACODYL	27	46	361.13140808800006	342.2450000000001	361.39700000000005	0	136	0	0	0	0	2	1	3	0	0	0	5	0	5	1	3	5	7	22	0	5	5	0	0	0	0	0	4.112400000000003	100.68400000000004	0.13636363636363635	0
GUANFACINE_HYDROCHLORIDE	15	24	245.012267268	237.02499999999995	246.097	0	80	0	0	0	1	1	0	1	0	0	0	2	3	6	0	1	2	4	9	4	4	2	3	0	0	0	0	1.5455700000000003	60.22280000000001	0.1111111111111111	0
CYCLOFENIL	27	51	364.16745924800006	340.24900000000014	364.441	0	140	1	0	1	0	2	0	2	1	0	1	4	0	4	0	3	4	6	23	0	4	4	0	0	0	0	0	5.303200000000005	104.60900000000004	0.3043478260869565	0
